oare_id,online transcript,cdli_id,aliases,label,publication_catalog,description,genre_label,inventory_position,online_catalog,note,interlinear_commentary,online_information,excavation_no,oatp_key,eBL_id,AICC_translation,transliteration_orig,transliteration
c4e8bdc2-7404-2f55-9eff-1872992ae1ec,https://oare.byu.edu/epigraphies/c4e8bdc2-7404-2f55-9eff-1872992ae1ec,P358745,CCT 5 10b | BM 115084,Cuneiform Tablet CCT 5 10b (BM 115084),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,BM 115084,,"CCT 5, 10, BM 115084","1-4, 21b-23: Kienast, ZA 54, 241;1-4, 21-29: Michel, FS Garelli 256A.19;8-17: Deller, Or. 27, 62; 2;18-21: Matouš, BO 16, 179f.;28: Garelli, AC 138; cf. Garelli, AC 387",,,1436,BM.115084,https://aicuneiform.com/search?q=P358745,im-li-kà-a i-na ú-lá-ma i-na wa-ra-dí-ni a-na ḫu-ur-zi-pì-im DUMU a-šur-ba-ni iṣ-ba-at-ni-a-tí-ma um-ma im-li-kà-a-ma a-na ḫu-ur-sí-pì-ma a-ma 2.5 ma-na 5.5 GÍN KÙ.BABBAR ku-nu-ki-a a-dí wa-áš-ḫa-ni-a a-kà-ša-dá-ku-nu šu-ma a-dí wa-áš-ḫa-ni-a lá ak-ta-áš-da-ku-nu ma-lá ḫa-ra-kà KÙ.BABBAR iš-tí-kà-ma li-ib-ší šu-ma ḫa-ra-kà KÙ.BABBAR a-na PUZUR₄-a-šur DUMU i-šar-ki-da-a-šur ku-nu-ki-a pì-qí-id KÙ.BABBAR a-ni-am a-na ḫu-bu-li-a a-na PUZUR₄-a-šur DUMU i-tur₄-DINGIR i-lá-ak a-na a-wa-tim a-ni-a-tim kà-ru-um tur₄-ḫu-mì-it i-dí-ni-ma IGI GÍR ša a-šur ší-bu-tí a-dí-in IGI DUG-ṣí-lá-a-šur DUMU a-šur-be-el-a-wa-tim šu-a-nim DUMU ḫa-da-a a-ni-na DUMU PUZUR₄-a-šur tap-pá-ú-a,im-li-kà-a i-na ú-lá-ma i-na wa-ra-dí-ni a-na ḫu-ur-zi-pì-im DUMU a-šur-ba-ni iṣ-ba-at-ni-a-tí-ma um-ma im-li-kà-a-ma a-na ḫu-ur-sí-pì-ma a-ma 2.5 ma-na 5.5 GÍN KÙ.BABBAR ku-nu-ki-a a-dí wa-áš-ḫa-ni-a a-kà-ša-dá-ku-nu šu-ma a-dí wa-áš-ḫa-ni-a lá ak-ta-áš-da-ku-nu ma-lá ḫa-ra-kà KÙ.BABBAR iš-tí-kà-ma li-ib-ší šu-ma ḫa-ra-kà KÙ.BABBAR a-na PUZUR₄-a-šur DUMU i-šar-ki-da-a-šur ku-nu-ki-a pì-qí-id KÙ.BABBAR a-ni-am a-na ḫu-bu-li-a a-na PUZUR₄-a-šur DUMU i-tur₄-DINGIR i-lá-ak a-na a-wa-tim a-ni-a-tim kà-ru-um tur₄-ḫu-mì-it i-dí-ni-ma IGI GÍR ša a-šur ší-bu-tí a-dí-in IGI DUG-ṣí-lá-a-šur DUMU a-šur-be-el-a-wa-tim šu-a-nim DUMU ḫa-da-a a-ni-na DUMU PUZUR₄-a-šur tap-pá-ú-a
7101ef2e-4303-9688-d4c2-4d64f98e4e87,https://oare.byu.edu/epigraphies/7101ef2e-4303-9688-d4c2-4d64f98e4e87,P358747,CCT 5 11b | BM 115117,Cuneiform Tablet CCT 5 11b (BM 115117),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",memo,BM 115117,,"CCT 5, 11, BM 115117","3: Garelli, AC 156. 162",,,1438,BM.115117,https://aicuneiform.com/search?q=P358747,1 {TÚG}ku-ta-nam i-na a-lim{ki} a-na a-šur-tù-ku-ul-tí DUMU im-ta-ḫi a-dí-in i-na té-ga-ra-ma aṣ-ba-sú-ma um-ma šu-ut-ma {TÚG}ṣú-ba-at-kà ú-lá ḫa-lá-aq IGI a-bu-ša-lim IGI ṣí-li-IŠTAR 5 GÍN KÙ.BABBAR a-šu-mì a-šur-tù-ku-ul-tí-ma i-na té-ga-ra-ma a-bu-ša-lim a-pu-ul IGI ṣí-lu-lu DUMU ú-ku,1 {TÚG}ku-ta-nam i-na a-lim{ki} a-na a-šur-tù-ku-ul-tí DUMU im-ta-ḫi a-dí-in i-na té-ga-ra-ma aṣ-ba-sú-ma um-ma šu-ut-ma {TÚG}ṣú-ba-at-kà ú-lá ḫa-lá-aq IGI a-bu-ša-lim IGI ṣí-li-IŠTAR 5 GÍN KÙ.BABBAR a-šu-mì a-šur-tù-ku-ul-tí-ma i-na té-ga-ra-ma a-bu-ša-lim a-pu-ul IGI ṣí-lu-lu DUMU ú-ku
74d6e3f9-242c-9373-4296-f9725ccd83cf,https://oare.byu.edu/epigraphies/74d6e3f9-242c-9373-4296-f9725ccd83cf,P358748,CCT 5 11c | BM 115184,Cuneiform Tablet CCT 5 11c (BM 115184),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",agreement (contract),BM 115184,,"CCT 5, 11, BM 115184","9, 11: Kienast, ZA 54, 241",,,1439,BM.115184,https://aicuneiform.com/search?q=P358748,{d}EN.LÍL-ba-ni a-na šu-be-lim DUMU i-ku-nim iṣ-ba-at-ni-a-tí-ma um-ma {d}EN.LÍL-ba-ni 2 GÍN KÙ.BABBAR a-da-na-kum mì-ma a É a-bi-a i-a-tí ú a-ḫi-a ta-tù-ra-am um-ma šu-be-lim-ma lá a-tù-ar IGI šál-ma-a-šùr DUMU ip-ḫu-ri-im IGI DUG-ṣí-lá-a-šur DUMU a-šur-i-dí,{d}EN.LÍL-ba-ni a-na šu-be-lim DUMU i-ku-nim iṣ-ba-at-ni-a-tí-ma um-ma {d}EN.LÍL-ba-ni 2 GÍN KÙ.BABBAR a-da-na-kum mì-ma a É a-bi-a i-a-tí ú a-ḫi-a ta-tù-ra-am um-ma šu-be-lim-ma lá a-tù-ar IGI šál-ma-a-šùr DUMU ip-ḫu-ri-im IGI DUG-ṣí-lá-a-šur DUMU a-šur-i-dí
aa37c90f-e4ec-af73-6571-4d86b700cb40,https://oare.byu.edu/epigraphies/aa37c90f-e4ec-af73-6571-4d86b700cb40,P358749,CCT 5 11d | BM 120498,Cuneiform Tablet CCT 5 11d (BM 120498),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",legal challenge,BM 120498,,"CCT 5, 11, BM 120498","16: Garelli, AC 325A.4.6; 17-22: Matouš, BO 16, 180;19, 22: Kienast, ZA 54, 241f.; cf. Larsen, OACC 97A.46",,,1440,BM.120498,https://aicuneiform.com/search?q=P358749,a-šur-mu-ta-bi-il₅ a-na bu-za-zu iṣ-ba-at-ni-a-tí-ma um-ma a-šur-mu-ta-bi₄-il₅-ma a-na bu-za-zu-ma 7 ma-na KÙ.GI ša a-na PUZUR₄-a-šur ša-áp-kà-tí-ni ma šu-um-kà lá-áp-tù KÙ.GI ku-a-ú-um um-ma bu-za-zu-ma ŠÀ.BA 3.5 ma-na KÙ.GI ša a-ḫa-tí-ni ṭup-pì ḫa-ar-ma-am tù-kà-al um-ma a-šur-mu-ta-bi₄-il₅-ma ša-ni-iš a-lim{ki} kà-i-lá šu-ma qá-dí-šu-ma áp-lúm a-na-ku-ni-ma ú É a-bi₄-a ra-pu-da-ku-ni um-ma bu-za-zu-ma mì-ma a-na-ku mì-ma lá ú-ra-pì-id-kà IGI a-šur-ma-lik IGI a-šur-na-da IGI šál-mì-IŠTAR,a-šur-mu-ta-bi-il₅ a-na bu-za-zu iṣ-ba-at-ni-a-tí-ma um-ma a-šur-mu-ta-bi₄-il₅-ma a-na bu-za-zu-ma 7 ma-na KÙ.GI ša a-na PUZUR₄-a-šur ša-áp-kà-tí-ni ma šu-um-kà lá-áp-tù KÙ.GI ku-a-ú-um um-ma bu-za-zu-ma ŠÀ.BA 3.5 ma-na KÙ.GI ša a-ḫa-tí-ni ṭup-pì ḫa-ar-ma-am tù-kà-al um-ma a-šur-mu-ta-bi₄-il₅-ma ša-ni-iš a-lim{ki} kà-i-lá šu-ma qá-dí-šu-ma áp-lúm a-na-ku-ni-ma ú É a-bi₄-a ra-pu-da-ku-ni um-ma bu-za-zu-ma mì-ma a-na-ku mì-ma lá ú-ra-pì-id-kà IGI a-šur-ma-lik IGI a-šur-na-da IGI šál-mì-IŠTAR
2861fb13-2fdf-cf05-eb67-89d7534e0125,https://oare.byu.edu/epigraphies/2861fb13-2fdf-cf05-eb67-89d7534e0125,P358750,CCT 5 12a | BM 115146,Cuneiform Tablet CCT 5 12a (BM 115146),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,BM 115146,,"CCT 5, 12, BM 115146","6-7: Larsen, OACP 44A.1; Veenhof, Veenhof, AOATT 72; (6-)8a: ebd. 124f.+A.204; 9-10: ebd. 178;8f.: Deller, Or. 27, 62; 13b-25a: OACP 70A.24; 6-9: cf. Veenhof, AOATT 170f.;26: Larsen, OACC 259A.29",,,1441,BM.115146,https://aicuneiform.com/search?q=P358750,lu-zi-na ú šu-ku-tum a-na li-ip-ta-nim iṣ-bu-tù-ni-a-tí-ma um-ma lu-zi-na ú šu-ku-tum-ma a-na li-ip-ta-nim-ma a-ma 49 {TÚG}pì-ri-kà-ni ša kà-ni-iš{ki} 14 sà-áp-tí-nu ŠÀ.BA 4 tí-sà-pu 2-ší-ta ki-ta-a-tum pá-li-lu 1 ANŠE ṣa-lá-mu-um 0.83333 ma-na 7 GÍN AN.NA a qá-tí-šu mì-ma a-nim lu-zi-na ú šu-ku-tum a-na li-ip-ta-nim DUMU qar-da-a ip-qí-du um-ma šu-ku-tum-ma a-na li-ip-ta-nim-ma lu-qú-tám a-na ṣé-er a-šùr-na-da a-bi₄-a ú a-šùr-GAL DUMU ni-de₈-ba-ni bi₄-il₅ a-na a-wa-tim a-ni-a-tim kà-ru-um wa-aḫ-šu-ša-na ṣa-ḫe-er GAL i-dí-na-ni-ma IGI GÍR ša a-šùr ší-bu-tí a-dí-in IGI a-šur-GAL DUMU lá-qé-pì-im šu-a-šùr DUMU e-na-aḫ-DINGIR tap-pá-i,lu-zi-na ú šu-ku-tum a-na li-ip-ta-nim iṣ-bu-tù-ni-a-tí-ma um-ma lu-zi-na ú šu-ku-tum-ma a-na li-ip-ta-nim-ma a-ma 49 {TÚG}pì-ri-kà-ni ša kà-ni-iš{ki} 14 sà-áp-tí-nu ŠÀ.BA 4 tí-sà-pu 2-ší-ta ki-ta-a-tum pá-li-lu 1 ANŠE ṣa-lá-mu-um 0.83333 ma-na 7 GÍN AN.NA a qá-tí-šu mì-ma a-nim lu-zi-na ú šu-ku-tum a-na li-ip-ta-nim DUMU qar-da-a ip-qí-du um-ma šu-ku-tum-ma a-na li-ip-ta-nim-ma lu-qú-tám a-na ṣé-er a-šùr-na-da a-bi₄-a ú a-šùr-GAL DUMU ni-de₈-ba-ni bi₄-il₅ a-na a-wa-tim a-ni-a-tim kà-ru-um wa-aḫ-šu-ša-na ṣa-ḫe-er GAL i-dí-na-ni-ma IGI GÍR ša a-šùr ší-bu-tí a-dí-in IGI a-šur-GAL DUMU lá-qé-pì-im šu-a-šùr DUMU e-na-aḫ-DINGIR tap-pá-i
e8f2d7f5-85b3-3442-b25e-bef178865bfc,https://oare.byu.edu/epigraphies/e8f2d7f5-85b3-3442-b25e-bef178865bfc,P358751,CCT 5 12b | BM 115193,Cuneiform Tablet CCT 5 12b (BM 115193),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,BM 115193,,"CCT 5, 12, BM 115193","2-3, 16-18: Garelli, AC 125A.1; 16-20: Garelli, JSS 3, 298A.3",,,1442,BM.115193,https://aicuneiform.com/search?q=P358751,en-um-a-šùr i-nu-mì iš-tù ú-ša i-li-kà-ni a-na a-mur-IŠTAR iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma a-na a-mur-IŠTAR-ma 2 ri-ik-sé-en ša e-zi-ba-ku-ni dí-nam a-mur-IŠTAR 2 ri-ik-sé-en ú-šé-ṣí-a-ma um-ma a-mur-IŠTAR-ma la ku-nu-ku-kà um-ma en-um-a-šùr-ma ku-nu-ku-a 2 ri-ik-sé-šu il₅-qé … a-na a-wa-tim a-ni-a-tim kà-ru-um bu-ru-uš-ḫa-dum i-dí-ni-ma IGI GÍR ša a-šùr ṭup-pá-am a-dí-in IGI šu-IŠTAR a-šùr-e-mu-qí ù é-a-šar tap-pá-ú-a,en-um-a-šùr i-nu-mì iš-tù ú-ša i-li-kà-ni a-na a-mur-IŠTAR iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma a-na a-mur-IŠTAR-ma 2 ri-ik-sé-en ša e-zi-ba-ku-ni dí-nam a-mur-IŠTAR 2 ri-ik-sé-en ú-šé-ṣí-a-ma um-ma a-mur-IŠTAR-ma la ku-nu-ku-kà um-ma en-um-a-šùr-ma ku-nu-ku-a 2 ri-ik-sé-šu il₅-qé <big_gap> a-na a-wa-tim a-ni-a-tim kà-ru-um bu-ru-uš-ḫa-dum i-dí-ni-ma IGI GÍR ša a-šùr ṭup-pá-am a-dí-in IGI šu-IŠTAR a-šùr-e-mu-qí ù é-a-šar tap-pá-ú-a
c4ffd322-494c-d45b-b0f9-e182d345dfcd,https://oare.byu.edu/epigraphies/c4ffd322-494c-d45b-b0f9-e182d345dfcd,P358752,CCT 5 13a | BM 119411,Cuneiform Tablet CCT 5 13a (BM 119411),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",letter,BM 119411,,"CCT 5, 13, BM 119411","2, 7b-21: Matouš, BO 16, 180;7-12: Michel, Innaya I, 172A.359;22-23: Michel, FS Garelli 266A.77",,,1443,BM.119411,https://aicuneiform.com/search?q=P358752,a-na PUZUR₄-a-šur qí-bi-ma um-ma NIN-e-ta-ak-lá-ku-ma a-dí a-mu-tim ša ta-áš-pu-ra-ni um-ma a-ta-ma i-nu-mì té-ra-ba-ni lu … lu a-wi-i-tám … lu-qú-tum a-mu-tum x a-na bu-ru-uš-ḫa-dum té-ta-ra-áb a-dí a-mu-tim ša DUMU ḫi-na-a GAL sí-ki-tim ú-sà-li-mu a ší-a-tí a-mu-tám lá ú-kà-li-im-šu li-iq-ta-ša la-qé-pu-um a-na ma-ri-it-ḫi-im ú-bi-il₅ um-ma šu-ut-ma šé-tí-qá-ší-ma a-la-qé-ší ki-ma GAL sí-ki-tim wa-ṣú áš-tù-ḫu-uṭ ki-ma GAL sí-ki-tim i-tù-ra-ni a-mu-tám ú-šé-ta-aq-ší-ma a-dá-ší ú šar-ra-nu-ma a-na tù-ur-ḫu-mì-it e-tí-iq-ma ší-im ṣú-ba-tí-kà ú KÙ.GI URUDU SIG₅ a-ma-kà-am lu ší-im ma-áš-ki lu ší-im ú-ṭí-tí-im a-na KÙ.BABBAR ú KÙ.GI a-na ma-lá té-er-tí-kà ú-ta-ar-ma ú-šé-ba-lá-ku-um,a-na PUZUR₄-a-šur qí-bi-ma um-ma NIN-e-ta-ak-lá-ku-ma a-dí a-mu-tim ša ta-áš-pu-ra-ni um-ma a-ta-ma i-nu-mì té-ra-ba-ni lu <big_gap> lu a-wi-i-tám <big_gap> lu-qú-tum a-mu-tum <gap> a-na bu-ru-uš-ḫa-dum té-ta-ra-áb a-dí a-mu-tim ša DUMU ḫi-na-a GAL sí-ki-tim ú-sà-li-mu a ší-a-tí a-mu-tám lá ú-kà-li-im-šu li-iq-ta-ša la-qé-pu-um a-na ma-ri-it-ḫi-im ú-bi-il₅ um-ma šu-ut-ma šé-tí-qá-ší-ma a-la-qé-ší ki-ma GAL sí-ki-tim wa-ṣú áš-tù-ḫu-uṭ ki-ma GAL sí-ki-tim i-tù-ra-ni a-mu-tám ú-šé-ta-aq-ší-ma a-dá-ší ú šar-ra-nu-ma a-na tù-ur-ḫu-mì-it e-tí-iq-ma ší-im ṣú-ba-tí-kà ú KÙ.GI URUDU SIG₅ a-ma-kà-am lu ší-im ma-áš-ki lu ší-im ú-ṭí-tí-im a-na KÙ.BABBAR ú KÙ.GI a-na ma-lá té-er-tí-kà ú-ta-ar-ma ú-šé-ba-lá-ku-um
de22672f-bf93-ba93-d686-eeac03781644,https://oare.byu.edu/epigraphies/de22672f-bf93-ba93-d686-eeac03781644,P358753,CCT 5 13b | BM 119419,Cuneiform Tablet CCT 5 13b (BM 119419),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",letter,BM 119419,,"CCT 5, 13, BM 119419","5: Deller, Or. 27, 62; 8-10: Veenhof, Veenhof, AOATT 440c; 14: ebd. 180A.293; Matouš,BO 16, 180; 17-19: Veenhof, AOATT 417",,,1444,BM.119419,https://aicuneiform.com/search?q=P358753,{large break} qí-bi₄-ma um-ma šu-x … x-ma a-na 8 TÚG ša ḫi-na-a zu-pá aṣ-ba-at-ma um-ma šu-ut-ma i-na kur-ba-li-a i-ba-ší-ú a-šar li-bi₄-šu li-iš-pu-ra-ma lá-dí-šu-nu um-ma šu-ut-ma a-ni-ša-am a-na ta-ba-li-šu-nu áš-pu-ur šu-ma i-tab-lu-ni-šu-nu li-iš-pu-ra-ma a-šar li-bi₄-šu li-dí-šu-nu a-na 4 TÚG ba-at-qú-tim um-ma šu-ut-ma a-ni nu-tap-pá ú i-nu-mì ni-pá-ḫu-ru 1 TÚG ki-iš-da-tù-a ma-lu-um ṣú-ba-tí-šu lu nu-ma-li ù KÙ.BABBAR 1.5 ma-na ša ḫa-bu-lá-ni-ni i-na SIG₅-ma i-na e-ra-áb ni-ša-qal-šu-um a-šu-mì ša-sú-ḫi-im ša ṭup-pa-x ta-dí-na-ni É.GAL-lum ni-a-tí ú-lá i-de₈ … x ù i-zu-x … dí-ma … {large break},<big_gap> qí-bi₄-ma um-ma šu-<gap> <big_gap> <gap>-ma a-na 8 TÚG ša ḫi-na-a zu-pá aṣ-ba-at-ma um-ma šu-ut-ma i-na kur-ba-li-a i-ba-ší-ú a-šar li-bi₄-šu li-iš-pu-ra-ma lá-dí-šu-nu um-ma šu-ut-ma a-ni-ša-am a-na ta-ba-li-šu-nu áš-pu-ur šu-ma i-tab-lu-ni-šu-nu li-iš-pu-ra-ma a-šar li-bi₄-šu li-dí-šu-nu a-na 4 TÚG ba-at-qú-tim um-ma šu-ut-ma a-ni nu-tap-pá ú i-nu-mì ni-pá-ḫu-ru 1 TÚG ki-iš-da-tù-a ma-lu-um ṣú-ba-tí-šu lu nu-ma-li ù KÙ.BABBAR 1.5 ma-na ša ḫa-bu-lá-ni-ni i-na SIG₅-ma i-na e-ra-áb ni-ša-qal-šu-um a-šu-mì ša-sú-ḫi-im ša ṭup-pa-<gap> ta-dí-na-ni É.GAL-lum ni-a-tí ú-lá i-de₈ <big_gap> <gap> ù i-zu-<gap> <big_gap> dí-ma <big_gap>
ae6056fd-47a1-fb40-7d25-2edcc9e486bc,https://oare.byu.edu/epigraphies/ae6056fd-47a1-fb40-7d25-2edcc9e486bc,P358754,CCT 5 14a | BM 115050,Cuneiform Tablet CCT 5 14a (BM 115050),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,BM 115050,,"CCT 5, 14, BM 115050","6a: Veenhof, AOATT 428; 19: Garelli, AC 325A.,4; 21-25: Garelli, JSS 3, 298A.3;24: Hirsch, UAR 38b; 24-25: Matouš, BO 16, 180; 28: Michel, Innaya I, 94A.165",,,1445,BM.115050,https://aicuneiform.com/search?q=P358754,a-šùr-ta-ak-lá-ku ù PUZUR₄-a-na iṣ-bu-tù-ni-a-tí-ma um-ma PUZUR₄-a-na-ma a-na a-šùr-ta-ak-lá-ku-ma a-bi a-ta be-li a-ta ṣa-aḫ-ra-ku-ma zi-tí-i ša É a-bi-ni i-na a-lim{ki} tal-qé um-ma a-šùr-ta-ak-lá-ku-ma ke-na al-qé a-wa-tí-šu-nu ni-ig-mur-ma 12 ma-na KÙ.BABBAR a-šùr-ta-ak-lá-ku a-na PUZUR₄-a-na i-ša-qal ŠÀ.BA 5 ma-na KÙ.BABBAR i-na kà-ni-iš i-na sà-lá-mì-šu-ma i-ša-qal 7 ma-na KÙ.BABBAR a-na a-lim{ki} i-na e-ra-bi₄-šu i-ša-qal a-na a-wa-tim a-ni-a-tim ni-iš a-lim{ki} it-mu-ú li-mu-um a-mur-a-šur DUMU kàr-ri-a a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ba-ab DINGIR IGI GÍR ša a-šùr ṭup-pá-áš-nu ni-dí-in IGI PUZUR₄.SA.TU DUMU tu'īmum IGI e-dì-na DUMU i-sá-li-a IGI a-lá-ḫi-im DUMU e-la-lí i-ku-nu-um DUMU il₅-ba-ni tap-pá-i-ni,a-šùr-ta-ak-lá-ku ù PUZUR₄-a-na iṣ-bu-tù-ni-a-tí-ma um-ma PUZUR₄-a-na-ma a-na a-šùr-ta-ak-lá-ku-ma a-bi a-ta be-li a-ta ṣa-aḫ-ra-ku-ma zi-tí-i ša É a-bi-ni i-na a-lim{ki} tal-qé um-ma a-šùr-ta-ak-lá-ku-ma ke-na al-qé a-wa-tí-šu-nu ni-ig-mur-ma 12 ma-na KÙ.BABBAR a-šùr-ta-ak-lá-ku a-na PUZUR₄-a-na i-ša-qal ŠÀ.BA 5 ma-na KÙ.BABBAR i-na kà-ni-iš i-na sà-lá-mì-šu-ma i-ša-qal 7 ma-na KÙ.BABBAR a-na a-lim{ki} i-na e-ra-bi₄-šu i-ša-qal a-na a-wa-tim a-ni-a-tim ni-iš a-lim{ki} it-mu-ú li-mu-um a-mur-a-šur DUMU kàr-ri-a a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ba-ab DINGIR IGI GÍR ša a-šùr ṭup-pá-áš-nu ni-dí-in IGI PUZUR₄.SA.TU DUMU tu'īmum IGI e-dì-na DUMU i-sá-li-a IGI a-lá-ḫi-im DUMU e-la-lí i-ku-nu-um DUMU il₅-ba-ni tap-pá-i-ni
e456cad5-9e34-0005-97a2-db9224c363d9,https://oare.byu.edu/epigraphies/e456cad5-9e34-0005-97a2-db9224c363d9,P358755,CCT 5 14b | BM 115051,Cuneiform Tablet CCT 5 14b (BM 115051),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",oath,BM 115051,,"CCT 5, 14, BM 115051","Deller, Or. 27, 62;2-9: Hengstl, ZA 82, 219;6-17: GKT š 132b;12-17: Michel, FS Garelli 267A.84;19: Veenhof, AOATT 108A.23",,,1446,BM.115051,https://aicuneiform.com/search?q=P358755,ší-me DINGIR be-el ma-mì-tim lu KÙ.BABBAR lu KÙ.KI lu AN.NA lu URUDU lu GÉME lu IR lu TÚG.ḪI.A lu sí-ru-um lu ú-tù-ub-tù-um lu sí-pá-ru lu ṭup-pu-ú-a ḫa-ru-mu-tum ša ḫu-bu-lim ša DUG-ṣí-lá-a-šur mì-ma i-na li-bi₄-a lá i-ba-ší-ú i-na-ra-wa i-na KÙ.BABBAR-áp DUG-ṣí-lá-a-šur mì-ma lá i-dí-na-ni i-na … ba-áb-tí DUG-ṣí-lá-a-šur lu KÙ.BABBAR lu URUDU lu i-na tù-ur-ḫu-mì-it lu i-na wa-aḫ-šu-ša-na mì-ma lá ú-ša-áš-qí-lu-ma wa-ar-ki-tí lá e-zi-ba-ni lá a-sà-ḫu-ru-ma lá a-lá-qé-ú a me-er-e DUG-ṣí-lá-a-šur lá a-du-nu ší-im GÉME a-ni-a i li-bi₄-a lá i-ba-ší-ú ṭup-pu-um a-ni-um ša ma-mì-it zu-pá,ší-me DINGIR be-el ma-mì-tim lu KÙ.BABBAR lu KÙ.KI lu AN.NA lu URUDU lu GÉME lu IR lu TÚG.ḪI.A lu sí-ru-um lu ú-tù-ub-tù-um lu sí-pá-ru lu ṭup-pu-ú-a ḫa-ru-mu-tum ša ḫu-bu-lim ša DUG-ṣí-lá-a-šur mì-ma i-na li-bi₄-a lá i-ba-ší-ú i-na-ra-wa i-na KÙ.BABBAR-áp DUG-ṣí-lá-a-šur mì-ma lá i-dí-na-ni i-na <big_gap> ba-áb-tí DUG-ṣí-lá-a-šur lu KÙ.BABBAR lu URUDU lu i-na tù-ur-ḫu-mì-it lu i-na wa-aḫ-šu-ša-na mì-ma lá ú-ša-áš-qí-lu-ma wa-ar-ki-tí lá e-zi-ba-ni lá a-sà-ḫu-ru-ma lá a-lá-qé-ú a me-er-e DUG-ṣí-lá-a-šur lá a-du-nu ší-im GÉME a-ni-a i li-bi₄-a lá i-ba-ší-ú ṭup-pu-um a-ni-um ša ma-mì-it zu-pá
f38b3567-9851-b878-eef6-8916e89f3f87,https://oare.byu.edu/epigraphies/f38b3567-9851-b878-eef6-8916e89f3f87,P358756,CCT 5 15a | BM 113533,Cuneiform Tablet CCT 5 15a (BM 113533),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,BM 113533,,"CCT 5, 15, BM 113533","Kienast, ZA 54, 242 ???7-8: Garelli, AC 325A.4;13f.: Matouš, BO 16, 180; 18b-22:",,,1447,BM.113533,https://aicuneiform.com/search?q=P358756,a-šùr-na-da ù dan-a-šur iṣ-bu-tù-ni-a-tí-ma ma-aḫ-ri-ni ni-kà-sí i-sí-ú-ma a-wa-tí-šu-nu ni-ig-mu-ur-ma ni-iš a-lim{ki} it-mu-ú-ma lu a-na ṭup-pì-im ḫa-ar-mì-im lu a-na a-wa-tim lu a-na mì-ma šu-um-šu a-ḫu-um a-na a-ḫi-im ú-lá i-tù-ar IGI ḫi-na-a IGI šu-nu-nu IGI a-šur-SIPA IGI ḫu-ra-a-ṣí IGI qar-wi-a a-na a-wa-at ṭup-pì-im a-ni-im ṭup-pá-am ša ku-nu-ki-šu-nu ú ša ku-nu-uk a-šùr-na-da ú-kà-al,a-šùr-na-da ù dan-a-šur iṣ-bu-tù-ni-a-tí-ma ma-aḫ-ri-ni ni-kà-sí i-sí-ú-ma a-wa-tí-šu-nu ni-ig-mu-ur-ma ni-iš a-lim{ki} it-mu-ú-ma lu a-na ṭup-pì-im ḫa-ar-mì-im lu a-na a-wa-tim lu a-na mì-ma šu-um-šu a-ḫu-um a-na a-ḫi-im ú-lá i-tù-ar IGI ḫi-na-a IGI šu-nu-nu IGI a-šur-SIPA IGI ḫu-ra-a-ṣí IGI qar-wi-a a-na a-wa-at ṭup-pì-im a-ni-im ṭup-pá-am ša ku-nu-ki-šu-nu ú ša ku-nu-uk a-šùr-na-da ú-kà-al
